
1	10.5789
200	6.6333
400	6.4305
600	6.5264
800	6.1791
1000	6.3237
1200	5.9552
1400	6.0432
1600	5.9819
1800	6.0666
2000	6.3350
2200	6.1991
2400	6.2589
2600	5.9026
2800	6.3749
3000	6.3419
3200	6.0621
3400	5.9817
3600	5.8717
3800	6.0994
4000	5.5787
4200	5.8465
4400	6.1638
4600	5.9396
4800	5.9753
5000	5.7412
5200	5.6727
5400	5.5939
5600	5.6007
5800	5.8192
6000	5.6600
6200	5.8500
6400	5.6975
6600	6.0240
6800	5.8558
7000	5.9003
7200	5.8397
7400	5.5901
7600	5.7952
7800	5.3749
8000	5.2549
8200	5.5991
8400	5.5803
8600	5.4983
8800	5.7497
9000	5.7824
9200	5.6139
9400	5.2939
9600	5.6496
9800	5.6945
10000	5.4489
10200	5.9403
10400	5.6147
10600	5.8373
10800	5.5720
11000	5.4541
11200	5.5842
11400	5.3797
11600	5.7118
11800	5.3762
12000	5.7198
12200	5.3649
12400	5.4397
12600	5.4305
12800	5.5082
13000	5.6419
13200	5.7309
13400	5.5833
13600	5.4118
13800	5.5419
14000	5.2890
14200	5.3593
14400	5.6629
14600	5.6115
14800	5.7510
15000	5.5446
15200	5.6056
15400	5.5098
15600	5.3704
15800	5.4933
16000	5.6808
16200	5.3805
16400	5.4178
16600	5.3781
16800	5.1670
17000	5.5996
17200	5.3090
17400	5.4935
17600	5.6466
17800	5.3801
18000	5.4433
18200	5.4023
18400	5.4072
18600	5.3427
18800	5.3340
19000	5.2643
19200	5.4620
19400	5.5855
19600	5.4054
19800	5.2246
20000	5.7353
20200	5.3447
20400	5.2965
20600	5.3398
20800	5.2774
21000	5.4386
21200	5.5547
21400	5.3903
21600	5.7291
21800	5.5011
22000	4.9753
22200	5.2070
22400	5.3525
22600	5.6138
22800	5.2136
23000	5.3295
23200	5.4549
23400	5.3164
23600	5.4983
23800	5.3296
24000	5.5829
24200	5.5486
24400	5.4196
24600	5.3025
24800	5.4920
25000	5.4004
25200	5.4676
25400	5.1852
25600	5.3641
25800	5.4190
26000	5.5525
26200	5.2355
26400	5.2117
26600	4.8697
26800	5.2276
27000	5.3810
27200	5.3436
27400	5.1979
27600	5.0691
27800	5.3970
28000	5.3813
28200	5.1412
28400	5.3276
28600	5.3778
28800	5.5203
29000	5.2646
29200	5.4708
29400	5.3027
29600	5.2045
29800	5.3007
30000	5.6603
30200	5.2232
30400	5.2495
30600	5.2763
30800	5.6443
31000	4.6133
31200	4.8324
31400	5.2507
31600	5.3533
31800	5.3645
32000	5.4769
32200	4.8505
32400	5.1533
32600	5.1839
32800	5.5691
33000	4.9907
33200	5.2785
33400	5.1255
33600	5.3795
33800	5.0623
34000	5.4561
34200	5.5706
34400	5.3317
34600	5.1426
34800	5.4730
35000	5.3304
35200	5.0383
35400	5.2529
35600	5.2435
35800	5.1369
36000	5.1203
36200	5.1464
36400	5.4414
36600	5.4675
36800	5.1793
37000	5.1530
37200	5.3786
37400	5.5636
37600	5.4109
37800	5.2479
38000	5.1663
38200	5.3063
38400	5.6647
38600	5.0779
38800	5.2589
39000	5.0732
39200	5.3381
39400	4.9985
39600	5.3001
39800	5.3150
40000	5.3491
40200	4.9670
40400	5.3232
40600	4.8202
40800	5.3573
41000	5.1062
41200	5.1600
41400	5.2810
41600	5.1231
41800	5.1205
42000	5.3541
42200	5.0974
42400	5.2427
42600	5.1509
42800	5.2268
43000	5.3303
43200	5.2756
43400	5.2436
43600	5.0512
43800	5.4849
44000	4.5746
44200	5.2148
44400	5.0558
44600	5.1805
44800	4.9959
45000	4.9969
45200	5.2111
45400	5.3074
45600	5.1575
45800	5.1010
46000	5.3641
46200	5.0969
46400	5.1982
46600	5.0031
46800	5.0499
47000	4.9636
47200	5.0769
47400	3.8144
47600	4.9007
47800	5.3098
48000	5.1990
48200	4.9078
48400	5.0527
48600	5.1297
48800	5.1088
49000	5.3588
49200	4.9689
49400	5.1231
49600	5.1795
49800	5.1849
50000	4.9992
50200	4.7960
50400	5.5381
50600	5.2669
50800	5.0608
51000	5.0839
51200	4.8035
51400	5.1867
51600	5.1642
51800	5.0381
52000	5.2484
52200	4.8066
52400	4.7019
52600	5.0297
52800	5.0256
53000	5.2215
53200	4.7886
53400	5.2003
53600	5.1383
53800	5.0196
54000	4.8002
54200	5.0619
54400	5.0879
54600	5.2297
54800	4.9214
55000	5.2666
55200	4.8994
55400	5.3260
55600	5.0099
55800	5.0147
56000	5.1802
56200	4.7831
56400	5.0874
56600	5.3410
56800	5.1674
57000	4.8160
57200	5.2324
57400	5.0181
57600	5.1404
57800	5.2740
58000	5.2757
58200	5.0530
58400	5.1480
58600	5.1333
58800	4.7421
59000	5.0340
59200	5.3608
59400	5.2809
59600	5.1527
59800	5.1788
60000	4.9183
60200	4.8847
60400	5.0018
60600	4.9319
60800	5.1378
61000	5.1901
61200	4.9306
61400	4.8414
61600	4.9931
61800	5.3208
62000	4.8069
62200	5.1885
62400	4.6972
62600	5.0838
62800	5.1624
63000	5.2030
63200	5.2560
63400	5.1639
63600	5.2827
63800	4.9710
64000	4.9470
64200	5.1438
64400	4.8762
64600	5.0323
64800	4.7636
65000	5.1757
65200	5.1043
65400	5.3379
65600	5.2304
65800	5.2281
66000	5.1020
66200	5.0418
66400	5.0704
66600	5.2016
66800	4.8110
67000	5.0376
67200	5.1848
67400	5.0222
67600	5.0535
67800	5.0882
68000	4.6584
68200	5.0291
68400	5.0394
68600	5.0504
68800	4.7312
69000	4.8499
69200	5.0660
69400	5.3034
69600	5.2146
69800	5.1064
70000	5.3253
70200	4.6786
70400	4.8321
70600	4.8923
70800	4.9879
71000	4.8654
71200	4.7254
71400	4.9149
71600	5.0285
71800	5.2453
72000	5.1089
72200	4.9594
72400	5.2473
72600	4.6725
72800	5.0761
73000	5.0598
73200	4.8129
73400	4.9174
73600	5.2363
73800	5.3555
74000	4.8817
74200	5.0115
74400	5.1352
74600	4.9068
74800	5.1514
75000	4.8202
75200	4.8005
75400	4.7697
75600	4.7948
75800	4.9234
76000	4.9069
76200	4.9622
76400	5.0332
76600	4.8569
76800	5.1828
77000	5.0647
77200	4.9513
77400	5.1754
77600	5.3922
77800	4.6991
78000	5.2870
78200	4.9634
78400	5.1024
78600	4.9989
78800	5.1680
79000	5.1956
79200	5.0369
79400	4.7672
79600	5.0949
79800	5.0087
80000	5.0247
80200	4.7860
80400	5.1742
80600	5.0118
80800	5.4851
81000	4.7928
81200	4.8167
81400	4.9449
81600	5.1100
81800	5.0456
82000	5.1490
82200	4.7190
82400	5.1740
82600	5.0764
82800	4.9149
83000	5.1037
83200	4.6948
83400	5.1280
83600	5.1199
83800	4.9171
84000	5.1510
84200	4.7344
84400	5.1397
84600	5.0762
84800	4.9136
85000	4.9318
85200	5.1635
85400	5.1376
85600	4.8988
85800	4.9376
86000	5.0627
86200	4.8631
86400	5.0681
86600	4.8538
86800	5.1160
87000	4.8273
87200	4.6678
87400	5.2504
87600	4.7232
87800	4.9523
88000	4.9606
88200	4.7455
88400	5.0512
88600	5.1029
88800	5.0532
89000	5.0920
89200	4.8561
89400	5.1280
89600	4.9839
89800	5.0357
90000	4.9647
90200	4.9381
90400	4.9282
90600	4.9348
90800	4.8671
91000	5.0556
91200	5.0115
91400	4.9501
91600	4.7512
91800	5.0845
92000	4.6722
92200	4.7324
92400	4.6725
92600	4.7475
92800	4.9397
93000	4.9540
93200	4.9780
93400	4.9267
93600	5.1561
93800	4.8549
94000	4.8816
94200	4.8725
94400	4.9769
94600	5.0288
94800	5.2447
95000	4.7459
95200	5.0082
95400	4.9149
95600	4.7885
95800	4.9223
96000	5.2049
96200	4.9854
96400	4.7335
96600	4.8261
96800	5.1782
97000	5.0541
97200	4.9335
97400	5.1290
97600	5.1426
97800	5.0796
98000	4.7286
98200	4.8938
98400	4.8818
98600	4.7679
98800	4.9681
99000	4.6769
99200	4.5391
99400	4.8928
99600	5.0073
99800	4.5770
100000	4.7387
100200	4.7287
100400	5.0489
100600	4.9979
100800	4.6537
101000	5.0530
101200	4.9947
101400	4.8448
101600	4.9874
101800	4.7212
102000	4.7324
102200	4.5563
102400	4.9029
102600	4.5851
102800	4.7001
103000	4.8785
103200	4.5292
103400	4.9467
103600	4.7476
103800	4.8589
104000	5.2231
104200	4.7754
104400	5.1996
104600	4.8965
104800	4.8819
105000	4.8515
105200	4.5762
105400	4.6125
105600	4.8995
105800	4.7652
106000	4.9762
106200	4.5958
106400	4.9980
106600	4.5079
106800	4.6786
107000	5.0260
107200	4.8875
107400	4.5285
107600	4.8267
107800	4.8769
108000	5.0121
108200	5.0129
108400	4.8309
108600	5.0460
108800	4.9341
109000	4.9510
109200	5.0333
109400	5.0764
109600	4.9448
109800	5.0339
110000	5.0558
110200	4.7499
110400	4.7374
110600	5.0718
110800	5.0335
111000	4.6938
111200	4.5336
111400	4.8923
111600	4.7455
111800	4.6526
112000	4.7861
112200	4.8614
112400	4.8261
112600	5.0358
112800	5.1539
113000	4.9833
113200	4.8181
113400	4.6996
113600	4.7730
113800	4.8653
114000	4.6417
114200	4.8347
114400	4.8393
114600	4.8170
114800	4.7747
115000	5.0601
115200	4.2723
115400	4.7120
115600	5.0858
115800	4.6362
116000	4.6326
116200	4.9457
116400	4.8250
116600	4.5114
116800	4.8390
117000	4.8234
117200	4.8347
117400	4.9773
117600	4.7635
117800	5.0957
118000	5.0411
118200	4.8299
118400	4.8832
118600	4.5446
118800	4.7729
119000	4.6543
119200	4.7396
119400	4.8497
119600	4.8114
119800	4.7885
120000	4.8753
120200	4.7904
120400	4.8913
120600	4.8915
120800	4.8177
121000	4.9785
121200	5.2486
121400	4.6787
121600	4.7806
121800	4.9539
122000	4.9191
122200	4.9123
122400	4.8522
122600	4.5735
122800	5.2345
123000	4.7717
123200	4.8723
123400	4.7788
123600	4.9866
123800	4.7298
124000	4.7668
124200	4.9465
124400	4.8335
124600	4.7021
124800	4.7361
125000	4.9295
125200	4.7165
125400	4.7932
125600	5.1887
125800	4.8761
126000	4.8916
126200	5.0009
126400	4.8460
126600	4.5279
126800	5.1431
127000	4.8359
127200	5.0695
127400	4.9319
127600	4.8863
127800	5.0088
128000	4.8104
128200	5.0224
128400	4.9373
128600	4.7712
128800	4.8702
129000	4.8616
129200	4.5898
129400	4.6064
129600	5.0135
129800	4.7434
130000	4.7959
130200	4.9264
130400	5.1927
130600	4.8663
130800	4.5171
131000	4.8582
131200	4.9458
131400	4.5513
131600	4.9581
131800	4.6855
132000	4.8218
132200	4.8014
132400	4.9963
132600	4.7241
132800	5.1865
133000	4.9404
133200	5.0736
133400	4.9637
133600	5.0215
133800	5.1192
134000	5.0626
134200	4.7510
134400	4.6646
134600	4.7213
134800	4.8477
135000	4.7460
135200	4.7207
135400	4.8366
135600	4.8289
135800	4.8004
136000	4.8629
136200	4.7516
136400	4.9012
136600	4.8439
136800	4.7303
137000	4.8342
137200	4.8066
137400	4.8201
137600	4.7629
137800	4.8505
138000	4.4805
138200	4.7309
138400	4.7402
138600	4.6783
138800	4.5786
139000	5.0756
139200	4.9752
139400	5.1182
139600	4.9183
139800	5.0089
140000	4.7862
140200	4.7281
140400	5.0346
140600	4.7471
140800	4.7434
141000	4.9320
141200	4.8390
141400	4.9445
141600	4.7943
141800	4.8457
142000	5.0424
142200	4.8130
142400	4.9395
142600	4.7139
142800	4.7660
143000	4.6648
143200	4.8760
143400	4.6530
143600	4.6208
143800	4.8744
144000	5.2397
144200	4.7140
144400	5.1042
144600	4.9685
144800	4.7812
145000	4.5813
145200	5.0454
145400	4.6677
145600	4.7592
145800	4.8963
146000	5.1102
146200	4.6125
146400	4.8501
146600	4.7972
146800	4.9682
147000	4.6820
147200	4.8202
147400	4.6136
147600	5.0321
147800	4.9942
148000	4.8798
148200	4.7098
148400	4.8882
148600	4.7333
148800	4.8796
149000	4.7874
149200	4.7463
149400	4.7567
149600	4.6192
149800	4.8321
150000	4.9699
150200	4.8802
150400	4.9192
150600	5.0489
150800	4.8099
151000	5.0363
151200	4.5678
151400	4.9285
151600	4.8837
151800	4.8708
152000	4.8367
152200	4.9706
152400	4.7657
152600	5.0611
152800	4.6116
153000	4.6894
153200	4.7565
153400	4.5123
153600	4.3664
153800	4.7052
154000	5.0020
154200	4.8108
154400	4.8325
154600	5.2026
154800	4.9471
155000	4.8030
155200	5.1254
155400	4.8989
155600	4.9495
155800	5.0443
156000	4.6548
156200	4.9522
156400	4.7865
156600	4.7333
156800	5.0053
157000	4.7171
157200	5.1380
157400	4.8602
157600	4.6868
157800	4.7344
158000	4.7830
158200	4.7544
158400	4.8908
158600	4.6085
158800	4.7117
159000	4.5564
159200	4.7382
159400	4.5240
159600	4.8595
159800	4.0962
160000	4.7002
160200	4.6198
160400	4.7649
160600	4.7700
160800	4.6505
161000	4.9539
161200	4.4700
161400	4.8452
161600	4.8112
161800	5.1209
162000	4.7837
162200	4.8215
162400	4.7718
162600	4.8674
162800	4.7287
163000	4.6649
163200	4.8016
163400	4.7806
163600	4.7126
163800	4.6110
164000	4.8146
164200	4.6942
164400	4.6525
164600	4.5433
164800	4.5950
165000	4.9783
165200	4.7421
165400	4.7345
165600	5.0846
165800	4.4894
166000	4.8130
166200	4.7061
166400	4.7678
166600	4.4274
166800	4.8086
167000	5.0272
167200	4.9340
167400	4.8330
167600	4.7256
167800	5.0528
168000	4.8164
168200	4.7739
168400	4.7408
168600	4.5274
168800	4.8200
169000	5.0030
169200	4.9485
169400	4.8367
169600	4.6933
169800	4.5281
170000	4.9094
170200	4.9276
170400	4.5743
170600	4.8481
170800	4.6750
171000	4.8371
171200	4.6890
171400	4.9682
171600	4.9001
171800	4.6901
172000	4.5571
172200	4.6241
172400	4.8029
172600	4.6643
172800	4.9268
173000	4.7016
173200	4.8223
173400	4.8307
173600	4.6515
173800	4.8383
174000	4.7197
174200	4.7675
174400	4.9688
174600	4.5981
174800	4.8843
175000	4.5954
175200	4.8803
175400	4.8210
175600	4.8646
175800	4.8187
176000	5.0219
176200	4.8442
176400	4.8161
176600	4.9348
176800	4.8218
177000	4.8948
177200	4.5741
177400	4.6586
177600	4.4399
177800	4.5791
178000	4.6378
178200	4.9215
178400	4.8570
178600	4.9842
178800	4.8914
179000	4.6834
179200	4.4737
179400	4.5426
179600	4.6666
179800	4.4547
180000	4.5438
180200	5.0047
180400	4.9616
180600	4.8334
180800	4.6387
181000	4.6342
181200	4.3604
181400	4.7034
181600	4.8499
181800	4.8221
182000	4.8859
182200	4.8173
182400	4.8231
182600	4.8199
182800	4.7820
183000	4.7384
183200	4.3763
183400	4.7265
183600	4.7210
183800	5.0746
184000	4.6946
184200	5.1719
184400	4.7476
184600	4.6331
184800	4.8200
185000	4.7131
185200	4.6020
185400	4.9533
185600	4.9109
185800	4.8726
186000	4.7311
186200	4.8986
186400	4.6024
186600	4.7163
186800	4.9760
187000	4.6319
187200	4.8860
187400	4.9264
187600	5.0909
187800	5.0022
188000	4.2819
188200	5.1045
188400	4.6676
188600	4.6517
188800	4.8448
189000	4.9218
189200	4.9052
189400	4.6054
189600	4.9158
189800	4.8129
190000	4.8446
190200	4.7562
190400	4.4701
190600	4.7096
190800	4.7708
191000	4.5593
191200	5.0425
191400	4.6247
191600	4.5815
191800	4.9968
192000	4.9657
192200	4.9332
192400	4.6640
192600	4.6485
192800	4.8110
193000	4.7741
193200	4.9316
193400	4.5633
193600	4.5440
193800	4.7955
194000	4.6713
194200	4.6573
194400	5.0062
194600	4.7198
194800	4.7032
195000	4.7498
195200	4.6335
195400	4.8143
195600	4.9477
195800	4.4258
196000	4.8151
196200	4.6429
196400	4.7674
196600	4.7295
196800	5.0289
197000	4.4864
197200	4.5429
197400	4.8889
197600	4.6836
197800	4.9206
198000	4.6558
198200	4.9067
198400	4.7340
198600	4.8375
198800	4.4891
199000	4.8768
199200	4.6158
199400	4.6577
199600	4.8926
199800	4.6483
200000	4.9662
